time_ms,swing,emg
7,0,943
7,0,942
7,0,942
7,0,942
7,0,942
7,0,943
7,0,942
7,0,943
7,0,943
7,0,942
8,0,942
8,0,942
8,0,943
8,0,943
8,0,941
8,0,943
8,0,943
8,0,942
8,0,941
8,0,943
8,0,943
8,0,942
8,0,943
8,0,943
8,0,943
8,0,942
8,0,943
8,0,943
8,0,942
8,0,943
8,0,943
8,0,943
8,0,943
8,0,942
8,0,942
8,0,942
8,0,942
8,0,943
8,0,942
8,0,943
8,0,942
8,0,942
9,0,942
9,0,942
9,0,942
9,0,943
9,0,943
9,0,943
9,0,943
9,0,942
10,0,942
10,0,942
10,0,942
10,0,942
10,0,941
10,0,942
10,0,942
10,0,942
10,0,943
10,0,941
10,0,942
11,0,942
11,0,941
11,0,942
11,0,942
11,0,942
11,0,942
11,0,943
11,0,943
11,0,942
11,0,941
11,0,943
11,0,942
11,0,942
11,0,942
11,0,941
11,0,942
11,0,943
11,0,942
11,0,943
11,0,942
11,0,942
11,0,941
11,0,943
11,0,942
11,0,942
11,0,943
11,0,942
11,0,943
11,0,942
11,0,943
11,0,943
11,0,942
11,0,942
11,0,942
11,0,943
11,0,942
11,0,942
11,0,943
11,0,942
11,0,942
11,0,942
11,0,943
11,0,943
11,0,942
11,0,942
11,0,942
11,0,942
12,0,942
12,0,942
12,0,943
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
12,0,941
12,0,942
12,0,941
12,0,942
12,0,942
12,0,942
12,0,941
12,0,941
12,0,942
12,0,941
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
12,0,941
12,0,943
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
12,0,941
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
12,0,942
13,0,942
13,0,943
13,0,942
13,0,942
13,0,942
13,0,942
13,0,942
13,0,942
13,0,943
13,0,943
13,0,942
13,0,942
14,0,942
15,0,941
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,941
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,941
15,0,941
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,942
15,0,941
16,0,942
16,0,942
16,0,942
16,0,942
16,0,942
16,0,942
16,0,941
16,0,942
16,0,941
16,0,942
16,0,942
16,0,942
16,0,942
16,0,941
16,0,941
16,0,943
16,0,942
16,0,941
16,0,941
16,0,942
16,0,943
16,0,941
16,0,941
16,0,943
16,0,942
16,0,942
16,0,941
16,0,942
16,0,942
16,0,941
16,0,942
17,0,943
17,0,942
17,0,941
17,0,942
17,0,943
17,0,942
17,0,942
17,0,942
17,0,943
17,0,942
17,0,942
17,0,942
17,0,942
17,0,942
17,0,942
17,0,943
17,0,943
17,0,942
17,0,942
17,0,941
17,0,942
17,0,942
17,0,942
17,0,943
17,0,942
17,0,942
17,0,941
17,0,941
17,0,941
17,0,941
17,0,942
17,0,941
17,0,942
17,0,942
18,0,942
18,0,942
18,0,943
18,0,942
18,0,941
18,0,941
18,0,942
18,0,941
18,0,942
18,0,941
18,0,941
18,0,941
18,0,942
18,0,941
18,0,943
18,0,941
18,0,941
18,0,941
18,0,941
18,0,941
18,0,941
18,0,942
18,0,943
18,0,941
18,0,941
18,0,941
18,0,942
18,0,941
18,0,941
18,0,941
18,0,943
18,0,942
18,0,941
18,0,942
19,0,942
19,0,942
19,0,941
19,0,941
19,0,943
19,0,942
19,0,942
19,0,942
19,0,942
19,0,942
19,0,941
19,0,942
19,0,943
19,0,942
19,0,942
19,0,942
19,0,942
19,0,941
19,0,942
19,0,942
19,0,942
19,0,942
19,0,941
19,0,942
19,0,941
19,0,942
19,0,941
19,0,941
19,0,942
19,0,941
19,0,942
19,0,941
19,0,942
19,0,942
19,0,941
19,0,942
19,0,941
19,0,941
19,0,941
19,0,942
19,0,942
19,0,941
19,0,941
19,0,941
19,0,941
19,0,941
19,0,941
19,0,941
19,0,941
19,0,942
19,0,941
19,0,941
19,0,942
19,0,942
19,0,941
20,0,942
20,0,942
20,0,941
20,0,941
20,0,941
20,0,943
20,0,941
20,0,941
20,0,941
20,0,941
20,0,942
20,0,942
20,0,941
20,0,943
20,0,942
20,0,941
20,0,941
20,0,942
20,0,942
20,0,941
20,0,941
20,0,942
20,0,942
20,0,941
20,0,942
20,0,942
20,0,942
20,0,941
20,0,941
20,0,941
20,0,941
20,0,942
20,0,942
20,0,942
20,0,942
20,0,941
20,0,942
20,0,943
20,0,941
20,0,941
20,0,942
20,0,942
20,0,941
20,0,942
20,0,942
20,0,941
20,0,941
20,0,941
20,0,941
20,0,941
21,0,942
21,0,942
21,0,941
21,0,941
21,0,941
21,0,941
21,0,941
21,0,941
21,0,942
21,0,941
21,0,941
21,0,941
21,0,941
21,0,941
21,0,941
21,0,941
21,0,941
21,0,942
21,0,941
21,0,941
21,0,941
21,0,941
21,0,941
21,0,942
21,0,941
21,0,941
21,0,941
21,0,942
21,0,942
21,0,941
21,0,942
21,0,942
21,0,941
21,0,941
21,0,941
21,0,942
21,0,941
21,0,942
21,0,942
21,0,941
21,0,942
21,0,941
21,0,942
21,0,942
21,0,941
22,0,942
22,0,942
22,0,941
22,0,941
22,0,942
22,0,942
22,0,942
22,0,942
22,0,941
22,0,942
22,0,941
22,0,942
22,0,941
22,0,941
22,0,942
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,943
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,941
22,0,942
22,0,941
22,0,941
22,0,942
22,0,941
22,0,941
22,0,943
22,0,941
22,0,941
22,0,942
22,0,942
22,0,941
22,0,941
22,0,941
22,0,943
22,0,941
22,0,941
22,0,941
23,0,942
23,0,941
23,0,941
23,0,941
23,0,943
23,0,941
23,0,942
23,0,941
23,0,942
23,0,941
23,0,941
23,0,941
23,0,942
23,0,942
23,0,941
23,0,942
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,942
23,0,942
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,942
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,943
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,941
23,0,942
23,0,942
23,0,941
23,0,941
24,0,942
24,0,941
24,0,941
24,0,941
24,0,942
24,0,941
24,0,941
24,0,942
24,0,942
24,0,941
24,0,941
24,0,942
24,0,942
24,0,941
24,0,942
24,0,941
24,0,941
24,0,941
24,0,941
24,0,942
24,0,942
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,942
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,942
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,940
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
24,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,942
25,0,941
25,0,942
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,942
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,942
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,941
25,0,942
25,0,941
25,0,941
25,0,941
25,0,941
26,0,941
26,0,941
26,0,941
26,0,942
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,942
26,0,942
26,0,941
26,0,942
26,0,941
26,0,941
26,0,941
26,0,942
26,0,942
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,942
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,942
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,940
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,941
26,0,940
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,942
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,940
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,942
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,942
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,940
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
27,0,941
28,0,940
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,940
28,0,940
28,0,941
28,0,940
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,942
28,0,941
28,0,941
28,0,941
28,0,940
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,942
28,0,941
28,0,941
28,0,940
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
28,0,941
29,0,940
29,0,941
29,0,942
29,0,941
29,0,941
29,0,941
29,0,941
29,0,940
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,940
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,940
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,941
29,0,942
29,0,941
29,0,941
29,0,942
29,0,941
29,0,941
29,0,941
29,0,941
32,0,942
32,0,941
32,0,941
32,0,941
32,0,941
32,0,941
32,0,941
32,0,941
32,0,941
32,0,941
37,0,941
37,0,941
37,0,941
37,0,940
37,0,941
37,0,941
37,0,941
37,0,940
37,0,941
41,0,941
41,0,940
41,0,940
41,0,940
41,0,941
41,0,941
41,0,941
41,0,941
41,0,940
42,0,940
45,0,940
45,0,941
45,0,940
45,0,941
45,0,941
45,0,941
45,0,941
45,0,941
45,0,941
45,0,941
49,0,941
49,0,941
49,0,941
49,0,941
49,0,941
49,0,941
49,0,941
49,0,941
49,0,941
53,0,941
53,0,941
53,0,940
53,0,941
53,0,941
53,0,941
53,0,941
53,0,941
53,0,941
53,0,941
57,0,941
57,0,941
57,0,941
57,0,941
57,0,941
57,0,941
57,0,941
57,0,941
57,0,941
57,0,941
61,0,941
61,0,941
61,0,941
61,0,941
61,0,941
61,0,941
61,0,941
61,0,941
61,0,940
65,0,941
65,0,941
65,0,941
65,0,941
65,0,941
65,0,941
65,0,940
65,0,940
65,0,941
65,0,941
69,0,941
69,0,941
69,0,941
69,0,941
69,0,940
69,0,941
69,0,941
69,0,941
69,0,941
69,0,941
73,0,940
73,0,941
73,0,940
73,0,941
73,0,942
73,0,941
73,0,941
73,0,941
73,0,941
77,0,941
77,0,941
77,0,941
77,0,941
78,0,941
78,0,941
78,0,941
78,0,941
78,0,941
78,0,941
82,0,941
82,0,941
82,0,941
82,0,941
82,0,941
82,0,941
82,0,941
82,0,941
82,0,942
86,0,941
86,0,941
86,0,941
86,0,941
86,0,941
86,0,941
86,0,940
86,0,940
86,0,941
86,0,941
90,0,941
90,0,942
90,0,941
90,0,941
90,0,941
90,0,941
90,0,941
90,0,941
90,0,941
90,0,941
94,0,941
94,0,941
94,0,940
94,0,941
94,0,940
94,0,941
94,0,940
94,0,941
94,0,940
98,0,940
98,0,940
98,0,940
98,0,940
98,0,941
98,0,941
98,0,941
98,0,941
98,0,941
98,0,940
102,0,940
102,0,941
102,0,941
102,0,940
102,0,941
102,0,941
102,0,941
102,0,940
102,0,940
102,0,941
106,0,941
106,0,941
106,0,941
106,0,941
106,0,941
106,0,941
106,0,941
106,0,941
106,0,941
110,0,941
110,0,941
110,0,941
110,0,941
110,0,941
110,0,940
110,0,941
110,0,941
110,0,941
110,0,942
114,0,941
114,0,941
114,0,941
114,0,941
114,0,941
114,0,941
114,0,941
114,0,941
114,0,941
114,0,941
118,0,940
118,0,941
118,0,941
118,0,941
118,0,942
118,0,941
118,0,941
119,0,940
119,0,941
122,0,941
123,0,941
123,0,941
123,0,941
123,0,941
123,0,941
123,0,941
123,0,941
123,0,940
123,0,941
127,0,941
127,0,940
127,0,941
127,0,941
127,0,941
127,0,941
127,0,941
127,0,940
127,0,941
131,0,940
131,0,941
131,0,941
131,0,940
131,0,940
131,0,941
131,0,941
131,0,941
131,0,941
131,0,941
135,0,941
135,0,940
135,0,941
135,0,941
135,0,941
135,0,941
135,0,942
135,0,941
135,0,941
135,0,941
139,0,941
139,0,941
139,0,941
139,0,941
139,0,941
139,0,941
139,0,941
139,0,941
139,0,941
143,0,941
143,0,941
143,0,941
143,0,941
143,0,941
143,0,941
143,0,941
143,0,941
143,0,941
143,0,941
147,0,941
147,0,941
147,0,941
147,0,941
147,0,940
147,0,940
147,0,940
147,0,941
147,0,941
147,0,941
151,0,941
151,0,940
151,0,940
151,0,941
151,0,941
151,0,941
151,0,941
151,0,941
151,0,940
155,0,941
155,0,941
155,0,940
155,0,940
155,0,941
155,0,941
155,0,940
155,0,941
155,0,941
155,0,940
159,0,940
159,0,941
159,0,941
159,0,941
159,0,940
159,0,941
159,0,941
159,0,940
159,0,940
159,0,940
164,0,941
164,0,941
164,0,940
164,0,941
164,0,941
164,0,941
164,0,941
164,0,941
164,0,941
168,0,941
168,0,941
168,0,941
168,0,941
168,0,941
168,0,941
168,0,941
168,0,941
168,0,941
168,0,941
172,0,941
172,0,941
172,0,940
172,0,941
172,0,941
172,0,941
172,0,941
172,0,941
172,0,941
176,0,940
176,0,941
176,0,941
176,0,941
176,0,941
176,0,940
176,0,941
176,0,941
176,0,940
176,0,941
180,0,940
180,0,941
180,0,940
180,0,941
180,0,941
180,0,941
180,0,941
180,0,940
180,0,941
180,0,941
184,0,940
184,0,941
184,0,940
184,0,941
184,0,941
184,0,941
184,0,940
184,0,940
184,0,940
188,0,940
188,0,940
188,0,941
188,0,941
188,0,941
188,0,941
188,0,941
188,0,941
188,0,941
188,0,941
192,0,941
192,0,941
192,0,941
192,0,940
192,0,941
192,0,941
192,0,941
192,0,941
192,0,941
192,0,941
196,0,941
196,0,941
196,0,941
196,0,941
196,0,941
196,0,941
196,0,941
196,0,941
196,0,941
200,0,941
201,0,941
201,0,941
201,0,941
201,0,941
201,0,941
201,0,941
201,0,941
201,0,941
201,0,941
205,0,941
205,0,941
205,0,941
205,0,941
205,0,941
205,0,940
205,0,941
205,0,941
205,0,940
205,0,941
209,0,941
209,0,941
209,0,941
209,0,940
209,0,942
209,0,940
209,0,941
209,0,941
209,0,941
213,0,941
213,0,940
213,0,940
213,0,940
213,0,940
213,0,941
213,0,941
213,0,941
213,0,940
213,0,941
217,0,940
217,0,940
217,0,940
217,0,941
217,0,941
217,0,941
217,0,941
217,0,941
217,0,940
221,0,941
221,0,941
221,0,941
221,0,941
221,0,940
221,0,941
221,0,941
221,0,941
221,0,940
221,0,941
225,0,941
225,0,941
225,0,941
225,0,941
225,0,941
225,0,940
225,0,941
225,0,941
225,0,941
225,0,941
229,0,941
229,0,941
229,0,941
229,0,941
229,0,941
229,0,940
229,0,941
229,0,941
229,0,941
233,0,942
233,0,941
233,0,940
233,0,941
233,0,940
233,0,942
233,0,941
233,0,941
233,0,941
233,0,940
237,0,940
237,0,941
237,0,941
237,0,941
237,0,941
237,0,941
237,0,941
237,0,941
237,0,940
238,0,940
241,0,941
241,0,941
241,0,941
241,0,940
241,0,941
241,0,941
241,0,940
242,0,940
242,0,940
246,0,941
246,0,941
246,0,940
246,0,941
246,0,941
246,0,941
246,0,940
246,0,940
246,0,941
246,0,941
250,0,940
250,0,941
250,0,941
250,0,941
250,0,940
250,0,940
250,0,941
250,0,940
250,0,941
250,0,941
254,0,941
254,0,941
254,0,941
254,0,941
254,0,941
254,0,941
254,0,941
254,0,941
254,0,941
258,0,940
258,0,941
258,0,941
258,0,941
258,0,941
258,0,940
258,0,941
258,0,941
258,0,941
258,0,941
262,0,941
262,0,941
262,0,941
262,0,941
262,0,941
262,0,941
262,0,940
262,0,941
262,0,941
266,0,940
266,0,941
266,0,941
266,0,941
266,0,941
266,0,941
266,0,940
266,0,940
266,0,940
266,0,941
270,0,941
270,0,941
270,0,940
270,0,940
270,0,940
270,0,941
270,0,941
270,0,941
270,0,940
270,0,941
274,0,940
274,0,940
274,0,940
274,0,940
274,0,941
274,0,941
274,0,941
274,0,941
274,0,941
278,0,941
278,0,940
278,0,941
278,0,941
278,0,941
278,0,941
278,0,941
278,0,941
278,0,940
278,0,941
282,0,941
282,0,942
282,0,941
282,0,941
282,0,941
283,0,941
283,0,941
283,0,941
283,0,941
283,0,941
287,0,941
287,0,941
287,0,941
287,0,941
287,0,941
287,0,941
287,0,941
287,0,941
287,0,941
291,0,941
291,0,941
291,0,941
291,0,940
291,0,941
291,0,940
291,0,941
291,0,941
291,0,941
291,0,941
295,0,941
295,0,940
295,0,941
295,0,940
295,0,941
295,0,941
295,0,941
295,0,941
295,0,940
295,0,940
299,0,940
299,0,940
299,0,941
299,0,941
299,0,941
299,0,941
299,0,941
299,0,940
299,0,940
303,0,940
303,0,941
303,0,941
303,0,940
303,0,941
303,0,941
303,0,941
303,0,941
303,0,940
303,0,941
307,0,941
307,0,940
307,0,941
307,0,941
307,0,941
307,0,941
307,0,941
307,0,941
307,0,941
311,0,941
311,0,941
311,0,941
311,0,941
311,0,940
311,0,941
311,0,940
311,0,941
311,0,941
311,0,941
315,0,941
315,0,941
315,0,941
315,0,941
315,0,941
315,0,941
315,0,941
315,0,941
315,0,941
315,0,941
319,0,941
319,0,941
319,0,941
319,0,941
319,0,941
319,0,941
319,0,940
319,0,941
319,0,940
323,0,941
323,0,941
323,0,941
323,0,941
323,0,941
323,0,941
324,0,940
324,0,940
324,0,941
324,0,940
327,0,941
328,0,940
328,0,940
328,0,941
328,0,940
328,0,940
328,0,940
328,0,940
328,0,941
328,0,940
332,0,941
332,0,941
332,0,940
332,0,940
332,0,940
332,0,941
332,0,940
332,0,940
332,0,941
336,0,941
336,0,941
336,0,940
336,0,941
336,0,941
336,0,941
336,0,941
336,0,941
336,0,941
336,0,941
340,0,941
340,0,941
340,0,941
340,0,941
340,0,941
340,0,941
340,0,941
340,0,941
340,0,941
344,0,941
344,0,941
344,0,941
344,0,941
344,0,941
344,0,940
344,0,940
344,0,940
344,0,941
344,0,941
348,0,941
348,0,941
348,0,941
348,0,941
348,0,941
348,0,940
348,0,940
348,0,940
348,0,941
348,0,941
352,0,941
352,0,941
352,0,940
352,0,940
352,0,940
352,0,941
352,0,941
352,0,941
352,0,941
356,0,940
356,0,940
356,0,940
356,0,940
356,0,940
356,0,941
356,0,941
356,0,941
356,0,941
356,0,940
360,0,940
360,0,940
360,0,941
360,0,941
360,0,941
360,0,941
360,0,941
360,0,940
360,0,940
360,0,941
364,0,941
364,0,941
364,0,940
364,0,941
365,0,941
365,0,941
365,0,940
365,0,940
365,0,942
369,0,941
369,0,941
369,0,941
369,0,941
369,0,941
369,0,941
369,0,941
369,0,941
369,0,941
369,0,941
373,0,941
373,0,941
373,0,941
373,0,941
373,0,941
373,0,940
373,0,941
373,0,941
373,0,941
373,0,941
377,0,940
377,0,941
377,0,941
377,0,941
377,0,942
377,0,941
377,0,941
377,0,940
377,0,941
381,0,941
381,0,940
381,0,941
381,0,941
381,0,941
381,0,941
381,0,940
381,0,941
381,0,940
381,0,940
385,0,940
385,0,941
385,0,941
385,0,941
385,0,940
385,0,941
385,0,941
385,0,940
385,0,940
389,0,941
389,0,940
389,0,941
389,0,941
389,0,941
389,0,940
389,0,941
389,0,941
389,0,940
389,0,940
393,0,941
393,0,941
393,0,941
393,0,940
393,0,940
393,0,941
393,0,941
393,0,941
393,0,941
393,0,941
397,0,941
397,0,940
397,0,941
397,0,941
397,0,941
397,0,941
397,0,941
397,0,941
397,0,941
401,0,941
401,0,941
401,0,941
401,0,941
401,0,941
401,0,942
401,0,940
401,0,941
401,0,941
401,0,941
406,0,941
406,0,941
406,0,941
406,0,941
406,0,940
406,0,940
406,0,940
406,0,941
406,0,941
406,0,941
409,0,941
409,0,941
409,0,941
409,0,941
409,0,941
410,0,940
410,0,940
410,0,941
410,0,941
414,0,940
414,0,941
414,0,940
414,0,940
414,0,940
414,0,941
414,0,940
414,0,940
414,0,941
414,0,940
418,0,940
418,0,940
418,0,940
418,0,941
418,0,941
418,0,941
418,0,941
418,0,941
418,0,940
419,0,940
422,0,941
422,0,941
423,0,940
423,0,941
423,0,940
423,0,941
423,0,940
423,0,940
423,0,941
426,0,941
426,0,941
426,0,941
426,0,941
426,0,941
426,0,940
426,0,940
426,0,940
426,0,941
426,0,941
430,0,941
430,0,941
430,0,941
430,0,941
430,0,941
430,0,940
430,0,940
430,0,941
430,0,941
434,0,941
434,0,941
434,0,941
434,0,940
434,0,942
434,0,941
434,0,940
434,0,940
434,0,941
434,0,941
440,0,940
440,0,941
440,0,940
440,0,941
440,0,941
440,0,941
440,0,941
440,0,940
440,0,940
440,0,940
442,0,940
442,0,940
442,0,941
442,0,941
442,0,941
442,0,941
442,0,940
442,0,940
442,0,940
446,0,941
446,0,941
446,0,940
446,0,941
446,0,941
446,0,941
446,0,941
446,0,940
446,0,941
446,0,941
450,0,940
450,0,941
450,0,941
450,0,940
451,0,940
451,0,941
451,0,941
451,0,941
451,0,940
451,0,941
455,0,941
455,0,941
455,0,940
455,0,941
455,0,941
455,0,941
455,0,941
455,0,941
455,0,941
459,0,941
459,0,941
459,0,941
459,0,941
459,0,941
459,0,941
459,0,942
459,0,941
459,0,941
459,0,941
463,0,941
463,0,941
463,0,941
463,0,941
463,0,941
463,0,940
463,0,941
463,0,941
463,0,941
463,0,941
467,0,941
467,0,941
467,0,941
467,0,940
467,0,941
467,0,940
467,0,941
467,0,940
467,0,941
471,0,940
471,0,941
471,0,940
471,0,940
471,0,940
471,0,941
471,0,941
471,0,941
471,0,940
471,0,941
475,0,941
475,0,940
475,0,940
475,0,940
475,0,940
475,0,941
475,0,941
475,0,941
475,0,940
479,0,940
479,0,940
479,0,940
479,0,941
479,0,941
479,0,941
479,0,942
479,0,941
479,0,941
479,0,940
483,0,941
483,0,941
483,0,941
483,0,941
483,0,941
483,0,940
483,0,941
483,0,941
483,0,941
483,0,941
487,0,941
487,0,941
487,0,941
487,0,941
487,0,941
487,0,940
487,0,941
487,0,941
487,0,941
491,0,941
491,0,941
491,0,941
491,0,941
491,0,940
491,0,942
491,0,940
492,0,941
492,0,941
492,0,941
496,0,941
496,0,940
496,0,940
496,0,941
496,0,940
496,0,940
496,0,941
496,0,941
496,0,940
496,0,940
500,0,940
500,0,940
500,0,941
500,0,941
500,0,941
500,0,941
500,0,940
500,0,940
500,0,940
504,0,940
504,0,941
504,0,941
504,0,940
504,0,940
504,0,941
504,0,940
504,0,940
504,0,941
504,0,941
508,0,941
508,0,941
508,0,940
508,0,941
508,0,940
508,0,941
508,0,940
508,0,941
508,0,941
508,0,941
512,0,941
512,0,941
512,0,941
512,0,941
512,0,940
512,0,941
512,0,941
512,0,941
512,0,941
516,0,941
516,0,941
516,0,940
516,0,941
516,0,941
516,0,940
516,0,940
516,0,941
516,0,941
516,0,941
520,0,941
520,0,942
520,0,941
520,0,941
520,0,940
520,0,941
520,0,940
520,0,940
520,0,941
524,0,940
524,0,941
524,0,941
524,0,941
524,0,941
524,0,941
524,0,940
524,0,940
524,0,940
525,0,940
